fecha,pm25
2019-04-11 17:29:20.949000+00:00,23.5
2019-04-11 18:02:49.625000+00:00,22.08333396911621
2019-04-11 19:02:50.638000+00:00,25.25
2019-04-11 20:03:00.961000+00:00,28.749998092651367
2019-04-11 21:02:49.634000+00:00,29.0
2019-04-11 22:02:50.638000+00:00,27.83333396911621
2019-04-11 23:02:50.606000+00:00,27.16666603088379
2019-04-12 00:02:50.637000+00:00,25.833335876464844
2019-04-12 01:02:50.640000+00:00,33.41666793823242
2019-04-12 02:02:50.642000+00:00,28.66666603088379
2019-04-12 03:02:50.633000+00:00,31.749998092651367
2019-04-12 04:04:39.325000+00:00,27.916667938232425
2019-04-12 05:02:49+00:00,27.33333396911621
2019-04-12 06:02:48.999000+00:00,27.0
2019-04-12 07:02:49+00:00,26.16666412353516
2019-04-12 08:02:49.100000+00:00,25.08333396911621
2019-04-12 09:02:49+00:00,24.83333396911621
2019-04-12 10:02:49.100000+00:00,34.583335876464844
2019-04-12 12:03:00.289000+00:00,35.41666412353516
2019-04-12 13:02:48.963000+00:00,35.083335876464844
2019-04-12 14:02:48.965000+00:00,41.91666793823242
2019-04-12 15:02:48.964000+00:00,35.58333206176758
2019-04-12 16:02:48.964000+00:00,33.91666793823242
2019-04-12 17:02:48.965000+00:00,30.000001907348636
2019-04-12 18:02:48.964000+00:00,28.75
2019-04-12 19:02:48.969000+00:00,27.16666412353516
2019-04-12 20:02:48.964000+00:00,30.83333396911621
2019-04-12 21:02:48.964000+00:00,42.83333587646485
2019-04-12 22:02:48.965000+00:00,40.41666793823242
2019-04-12 23:02:48.964000+00:00,43.999996185302734
2019-04-13 00:02:48.965000+00:00,37.41666793823242
2019-04-13 01:02:48.963000+00:00,35.91666412353516
2019-04-13 02:02:48.965000+00:00,32.0
2019-04-13 03:02:48.964000+00:00,34.08333206176758
2019-04-13 04:04:40.328000+00:00,33.91666793823242
2019-04-13 05:02:49.400000+00:00,27.000003814697266
2019-04-13 06:02:49.300000+00:00,26.166667938232425
2019-04-13 07:02:49.300000+00:00,26.083332061767575
2019-04-13 08:02:49.400000+00:00,27.333335876464844
2019-04-13 09:02:49.400000+00:00,32.833335876464844
2019-04-13 10:02:49.300000+00:00,29.666667938232425
2019-04-13 11:02:49.100000+00:00,33.5
2019-04-13 12:02:49.400000+00:00,33.33333206176758
2019-04-13 13:02:49.400000+00:00,40.66666793823242
2019-04-13 14:02:49.400000+00:00,42.16666412353516
2019-04-13 15:02:49.600000+00:00,36.749996185302734
2019-04-13 16:02:49.400000+00:00,31.08333396911621
2019-04-13 18:03:00.345000+00:00,36.50000381469727
2019-04-13 19:02:49.200000+00:00,40.16666412353516
2019-04-13 20:02:49.210000+00:00,36.249996185302734
2019-04-13 21:02:56.594000+00:00,40.66666412353516
2019-04-13 22:02:59.588000+00:00,39.33333206176758
2019-04-13 23:02:50.200000+00:00,27.33333396911621
2019-04-14 00:30:43.394000+00:00,10.833333969116213
2019-04-14 01:02:50.300000+00:00,15.499999046325684
2019-04-14 02:03:05.330000+00:00,13.333333015441896
2019-04-14 03:03:01.627000+00:00,18.58333396911621
2019-04-14 04:04:47.622000+00:00,20.416667938232425
2019-04-14 05:03:00.623000+00:00,21.666667938232425
2019-04-14 06:02:58.121000+00:00,21.500001907348636
2019-04-14 07:03:00.643000+00:00,20.666667938232425
2019-04-14 08:02:58.623000+00:00,21.25
2019-04-14 09:03:01.122000+00:00,23.583335876464844
2019-04-14 10:03:11.628000+00:00,27.083332061767575
2019-04-14 11:03:00.623000+00:00,27.0
2019-04-14 12:02:59.619000+00:00,29.16666603088379
2019-04-14 13:02:55.620000+00:00,34.41666793823242
2019-04-14 14:02:59.626000+00:00,34.66666793823242
2019-04-14 15:03:00.624000+00:00,31.083335876464844
2019-04-14 16:02:51.830000+00:00,29.16666603088379
2019-04-14 17:02:50.817000+00:00,28.333332061767575
2019-04-14 18:02:50.829000+00:00,27.91666603088379
2019-04-15 02:06:50.826000+00:00,28.91666603088379
2019-04-15 04:04:42.806000+00:00,23.083332061767575
2019-04-15 21:04:32.933000+00:00,24.500001907348636
2019-04-15 22:02:50.983000+00:00,24.5
2019-04-16 00:18:12.200000+00:00,26.083332061767575
2019-04-16 01:04:29.501000+00:00,23.91666603088379
2019-04-16 02:02:50.984000+00:00,32.5
2019-04-16 03:25:46.625000+00:00,28.16666603088379
2019-04-16 04:04:40.964000+00:00,26.583332061767575
2019-04-16 05:02:50.661000+00:00,25.08333396911621
2019-04-16 06:02:50.674000+00:00,26.08333396911621
2019-04-16 07:03:00.993000+00:00,21.416667938232425
2019-04-16 08:02:50.658000+00:00,20.16666603088379
2019-04-16 09:02:50.648000+00:00,21.666667938232425
2019-04-16 10:02:50.647000+00:00,21.333330154418945
2019-04-16 11:02:50.651000+00:00,22.83333396911621
2019-04-16 12:02:50.652000+00:00,27.66666603088379
2019-04-16 13:02:50.651000+00:00,26.000001907348636
2019-04-16 15:04:45.129000+00:00,23.749998092651367
2019-04-16 16:02:49.815000+00:00,24.0
2019-04-16 17:02:50.815000+00:00,19.75
2019-04-16 18:03:10.786000+00:00,18.58333396911621
2019-04-16 19:02:50.813000+00:00,16.08333396911621
2019-04-16 20:02:50.814000+00:00,18.25
2019-04-16 21:02:50.814000+00:00,19.833332061767575
2019-04-16 22:02:50.824000+00:00,22.0
2019-04-16 23:02:49.816000+00:00,25.75
2019-04-17 00:02:50.815000+00:00,24.666667938232425
2019-04-17 01:02:50.814000+00:00,24.250001907348636
2019-04-17 02:02:50.814000+00:00,21.83333396911621
2019-04-17 03:02:50.814000+00:00,20.499998092651367
2019-04-17 04:04:42.117000+00:00,22.0
2019-04-17 05:02:49.807000+00:00,23.833332061767575
2019-04-17 06:02:50.818000+00:00,21.16666603088379
2019-04-17 07:02:50.805000+00:00,20.58333396911621
2019-04-17 08:02:50.806000+00:00,28.166667938232425
2019-04-17 09:02:50.806000+00:00,15.666666984558104
2019-04-17 10:02:50.806000+00:00,22.250001907348636
2019-04-17 11:03:01.120000+00:00,18.33333396911621
2019-04-17 12:02:49.807000+00:00,19.583332061767575
2019-04-17 13:02:50.806000+00:00,19.666667938232425
2019-04-17 14:02:49.807000+00:00,21.33333396911621
2019-04-17 15:03:01.122000+00:00,24.58333396911621
2019-04-17 16:02:49.808000+00:00,30.833332061767575
2019-04-17 17:02:50.808000+00:00,30.66666412353516
2019-04-17 18:02:50.807000+00:00,32.75
2019-04-17 19:02:50.808000+00:00,32.083335876464844
2019-04-17 20:02:50.820000+00:00,31.000001907348636
2019-04-17 21:02:50.811000+00:00,29.83333396911621
2019-04-17 22:03:01.141000+00:00,30.499998092651367
2019-04-17 23:02:49.808000+00:00,31.08333396911621
2019-04-18 00:02:50.808000+00:00,31.91666603088379
2019-04-18 01:02:50.808000+00:00,33.333335876464844
2019-04-18 02:02:50.809000+00:00,33.91666412353516
2019-04-18 03:02:50.810000+00:00,24.33333396911621
2019-04-18 04:04:40.217000+00:00,29.91666412353516
2019-04-18 05:02:49.905000+00:00,36.0
2019-04-18 06:02:50.914000+00:00,33.75
2019-04-18 07:02:50.904000+00:00,32.083335876464844
2019-04-18 08:02:49.904000+00:00,20.33333396911621
2019-04-18 09:02:49.904000+00:00,20.25
2019-04-18 10:02:50.904000+00:00,17.083332061767578
2019-04-18 11:02:50.903000+00:00,19.25
2019-04-18 12:02:50.904000+00:00,23.833330154418945
2019-04-18 13:02:50.906000+00:00,23.66666603088379
2019-04-18 14:02:50.904000+00:00,17.91666603088379
2019-04-18 15:02:50.904000+00:00,22.0
2019-04-18 16:02:50.904000+00:00,22.583332061767575
2019-04-18 17:02:50.904000+00:00,26.16666603088379
2019-04-18 18:02:49.904000+00:00,24.833332061767575
2019-04-18 19:02:50.904000+00:00,26.333332061767575
2019-04-18 20:02:50.914000+00:00,26.000001907348636
2019-04-18 21:02:50.904000+00:00,27.0
2019-04-18 22:03:00.227000+00:00,5.0
2019-04-18 23:02:49.905000+00:00,1.0
2019-04-19 00:02:50.904000+00:00,2.8333334922790527
2019-04-19 01:02:50.904000+00:00,1.5833332538604736
2019-04-19 02:02:50.903000+00:00,2.999999761581421
2019-04-19 03:02:49.907000+00:00,6.583333015441895
2019-04-19 04:03:10.967000+00:00,6.083333492279053
2019-04-19 05:02:50.651000+00:00,6.333333015441895
2019-04-19 06:02:50.660000+00:00,7.166666030883789
2019-04-19 07:02:50.652000+00:00,4.0
2019-04-19 08:02:50.652000+00:00,7.250000953674316
2019-04-19 09:02:50.654000+00:00,6.083332538604736
2019-04-19 10:02:50.652000+00:00,5.416666507720947
2019-04-19 11:02:50.568000+00:00,7.500000476837158
2019-04-19 12:02:50.568000+00:00,7.5833330154418945
2019-04-19 13:02:50.656000+00:00,7.166666507720947
2019-04-19 14:02:50.656000+00:00,9.75
2019-04-19 15:03:00.882000+00:00,9.416666984558104
2019-04-19 16:02:50.654000+00:00,10.25
2019-04-19 17:02:50.569000+00:00,7.833333492279053
2019-04-19 18:02:50.568000+00:00,10.583332061767578
2019-04-19 19:02:50.569000+00:00,11.333333015441896
2019-04-19 20:02:50.660000+00:00,12.0
2019-04-19 21:02:50.659000+00:00,10.749999046325684
2019-04-19 22:02:50.650000+00:00,11.166666984558104
2019-04-19 23:02:50.649000+00:00,12.999999046325684
2019-04-20 00:02:50.574000+00:00,14.833333015441896
2019-04-20 01:02:50.653000+00:00,4.750000476837158
2019-04-20 02:02:50.651000+00:00,0.6666666865348816
2019-04-20 03:02:50.651000+00:00,0.4166666865348816
2019-04-20 04:04:40.957000+00:00,2.0833332538604736
2019-04-20 05:02:49.640000+00:00,3.9166667461395264
2019-04-20 06:02:50.657000+00:00,3.249999761581421
2019-04-20 07:02:50.646000+00:00,1.5833333730697632
2019-04-20 08:02:50.647000+00:00,2.1666665077209477
2019-04-20 09:03:00.964000+00:00,2.5833332538604736
2019-04-20 10:02:50.648000+00:00,2.0833332538604736
2019-04-20 11:02:50.640000+00:00,3.4166667461395264
2019-04-20 12:02:50.640000+00:00,3.1666667461395264
2019-04-20 13:03:00.953000+00:00,3.1666665077209477
2019-04-20 14:02:49.674000+00:00,4.333333969116211
2019-04-20 15:02:50.650000+00:00,5.333333015441895
2019-04-20 16:03:00.953000+00:00,6.583333015441895
2019-04-20 17:02:49.648000+00:00,7.1666669845581055
2019-04-20 18:02:50.640000+00:00,8.5
2019-04-20 19:02:50.640000+00:00,9.0
2019-04-20 20:03:00.952000+00:00,10.25
2019-04-20 21:02:49.680000+00:00,8.166666984558105
2019-04-20 22:02:50.655000+00:00,9.333333015441896
2019-04-20 23:03:00.964000+00:00,10.916666030883787
2019-04-21 00:02:50.638000+00:00,12.083332061767578
2019-04-21 01:02:50.638000+00:00,13.083333015441896
2019-04-21 02:02:50.638000+00:00,5.416666507720947
2019-04-21 03:03:00.952000+00:00,4.0
2019-04-21 04:03:11.966000+00:00,2.750000238418579
2019-04-21 05:02:50.659000+00:00,3.8333334922790527
2019-04-21 06:03:00.966000+00:00,4.333333015441895
2019-04-21 07:02:50.653000+00:00,4.5
2019-04-21 08:02:50.652000+00:00,8.666666984558105
2019-04-21 09:02:50.660000+00:00,5.583333015441895
2019-04-21 10:02:50.650000+00:00,5.666666507720947
2019-04-21 11:02:50.650000+00:00,5.166666507720947
2019-04-21 12:02:50.649000+00:00,5.833333015441895
2019-04-21 13:02:50.655000+00:00,7.9166669845581055
2019-04-21 14:02:50.602000+00:00,12.833333969116213
2019-04-21 15:02:50.651000+00:00,8.5
2019-04-21 16:02:50.654000+00:00,4.333333492279053
2019-04-21 17:02:50.650000+00:00,3.6666665077209473
2019-04-21 18:02:50.655000+00:00,3.0833334922790527
2019-04-21 19:02:50.656000+00:00,3.6666665077209473
2019-04-21 20:02:50.654000+00:00,3.8333334922790527
2019-04-21 21:02:50.658000+00:00,4.75
2019-04-21 22:02:50.655000+00:00,4.583333492279053
2019-04-21 23:02:50.652000+00:00,3.8333332538604736
2019-04-22 00:03:00.967000+00:00,2.75
2019-04-22 01:02:50.652000+00:00,2.3333332538604736
2019-04-22 02:02:50.662000+00:00,2.3333332538604736
2019-04-22 03:02:50.652000+00:00,3.3333332538604736
2019-04-22 04:04:41.290000+00:00,1.0833333730697632
2019-04-22 05:03:01.645000+00:00,0.9999999403953552
2019-04-22 06:03:02.645000+00:00,5.25
2019-04-22 07:03:02.622000+00:00,6.500000476837158
2019-04-22 08:03:02.621000+00:00,4.416666507720947
2019-04-22 09:03:03.290000+00:00,7.6666669845581055
2019-04-22 10:03:01.618000+00:00,1.6666665077209473
2019-04-22 11:03:03.620000+00:00,0.4166666865348816
2019-04-22 12:03:10.330000+00:00,0.3333333432674408
2019-04-22 13:02:55.340000+00:00,3.25
2019-04-22 14:03:10.320000+00:00,8.25
2019-04-22 15:02:50.477000+00:00,6.083333015441895
2019-04-22 16:02:50.477000+00:00,7.916665554046631
2019-04-22 17:02:50.477000+00:00,45.16666793823242
2019-04-22 18:02:50.477000+00:00,43.16666793823242
2019-04-22 19:02:50.477000+00:00,9.083333015441896
2019-04-22 20:02:50.476000+00:00,5.083333492279053
2019-04-22 21:02:50.650000+00:00,2.8333332538604736
2019-04-22 22:02:50.477000+00:00,2.1666667461395264
2019-04-22 23:03:00.963000+00:00,4.333333015441895
2019-04-23 00:02:50.477000+00:00,11.666666984558104
2019-04-23 01:02:50.631000+00:00,9.5
2019-04-23 02:02:50.478000+00:00,4.999999523162842
2019-04-23 03:02:50.657000+00:00,3.4166667461395264
2019-04-23 04:04:42.620000+00:00,2.749999761581421
2019-04-23 05:02:49.748000+00:00,2.916666984558105
2019-04-23 06:02:50.748000+00:00,2.666666984558105
2019-04-23 07:02:50.748000+00:00,4.083333492279053
2019-04-23 08:03:01.100000+00:00,3.9166667461395264
